text,start,destination,start_surface,destination_surface,source_type,context_type,split
건대입구약 에서 홍제 역 까지 환승 적은 경로 알려줘,건대입구역,홍제역,건대입구약,홍제 역,all_noisy_station_surface,route_search,train
시청역이 에서 숙대 입구 까지 환승 적은 경로 알려줘,시청역,숙대입구역,시청역이,숙대 입구,all_noisy_station_surface,route_search,train
신림약 에서 동대 문역사문화공원 까지 지하철 운행 중이야,신림역,동대문역사문화공원역,신림약,동대 문역사문화공원,all_noisy_station_surface,subway_availability_check,train
이대 에서 학여울약 까지 마지막 지하철 있어,이대역,학여울역,이대,학여울약,all_noisy_station_surface,last_train_check,train
오금력 에서 방이약 까지 지금 지하철 탈 수 있어,오금역,방이역,오금력,방이약,all_noisy_station_surface,subway_availability_check,train
지금 숙대입구력 에서 서울 까지 막차 탈 수 있어,숙대입구역,서울역,숙대입구력,서울,all_noisy_station_surface,last_train_check,train
숙대입구력 에서 서울력 까지 막차 끊겼으면 어떻게 가,숙대입구역,서울역,숙대입구력,서울력,all_noisy_station_surface,alternative_route,train
사당 역 에서 서울약 까지 어떻게 가나요,사당역,서울역,사당 역,서울약,all_noisy_station_surface,route_search,train
신도림역이 에서 월드컵경기장 까지 어떻게 가나요,신도림역,월드컵경기장역,신도림역이,월드컵경기장,all_noisy_station_surface,route_search,train
까치산 까지 가야 하는데 가산디지털 단지역 에서 어떻게 가요,가산디지털단지역,까치산역,가산디지털 단지역,까치산,all_noisy_station_surface,route_search,train
압구 정 에서 성신여대 입고 까지 지하철 운행 중이야,압구정역,성신여대입구역,압구 정,성신여대 입고,all_noisy_station_surface,subway_availability_check,train
송파 역 에서 종각 여기 까지 마지막 지하철 있어,송파역,종각역,송파 역,종각 여기,all_noisy_station_surface,last_train_check,train
이태원 여기 에서 올림픽공원에 까지 지하철 운행 중이야,이태원역,올림픽공원역,이태원 여기,올림픽공원에,all_noisy_station_surface,subway_availability_check,train
숙대 입고 여기 에서 서울역이 까지 다른 방법 알려줘,숙대입구역,서울역,숙대 입고 여기,서울역이,all_noisy_station_surface,alternative_route,train
종합운동장역이 에서 천호 까지 제일 쉬운 길 알려줘,종합운동장역,천호역,종합운동장역이,천호,all_noisy_station_surface,route_search,train
압구정에 출발 한강진약 도착 경로 알려줘,압구정역,한강진역,압구정에,한강진약,all_noisy_station_surface,route_search,train
마포구청에 에서 가디역 까지 막차 끊겼으면 어떻게 가,마포구청역,가산디지털단지역,마포구청에,가디역,all_noisy_station_surface,alternative_route,train
지금 대치 여기 에서 역삼약 까지 막차 탈 수 있어,대치역,역삼역,대치 여기,역삼약,all_noisy_station_surface,last_train_check,train
을지로입구 여기 방향 막차 서울 에서 탈 수 있나요,서울역,을지로입구역,서울,을지로입구 여기,all_noisy_station_surface,last_train_check,train
충정 로 에서 디지 털미디어시티 까지 환승 적은 경로 알려줘,충정로역,디지털미디어시티역,충정 로,디지 털미디어시티,all_noisy_station_surface,route_search,train
아현역이 에서 광화문력 까지 제일 쉬운 길 알려줘,아현역,광화문역,아현역이,광화문력,all_noisy_station_surface,route_search,train
홍대입구역이 에서 서울력 까지 다른 방법 알려줘,홍대입구역,서울역,홍대입구역이,서울력,all_noisy_station_surface,alternative_route,train
우장산에 까지 가야 하는데 구로역이 에서 어떻게 가요,구로역,우장산역,구로역이,우장산에,all_noisy_station_surface,route_search,train
대림력 에서 녹번 역 까지 지금 지하철 탈 수 있어,대림역,녹번역,대림력,녹번 역,all_noisy_station_surface,subway_availability_check,train
천호약 방향 막차 강변약 에서 탈 수 있나요,강변역,천호역,강변약,천호약,all_noisy_station_surface,last_train_check,train
종합운동장 여기 에서 시청에 까지 다른 방법 알려줘,종합운동장역,시청역,종합운동장 여기,시청에,all_noisy_station_surface,alternative_route,train
구의력 에서 출발해서 오목 교 까지 가고 싶어요,구의역,오목교역,구의력,오목 교,all_noisy_station_surface,route_search,train
혜화에 까지 가야 하는데 망원약 에서 어떻게 가요,망원역,혜화역,망원약,혜화에,all_noisy_station_surface,route_search,train
홍대입고역 출발 서월역 도착 경로 알려줘,홍대입구역,서울역,홍대입고역,서월역,all_noisy_station_surface,route_search,train
독립문 여기 방향 막차 성신여대입구 역 에서 탈 수 있나요,성신여대입구역,독립문역,성신여대입구 역,독립문 여기,all_noisy_station_surface,last_train_check,train
구로에 부터 성수약 까지 대중교통 알려줘,구로역,성수역,구로에,성수약,all_noisy_station_surface,route_search,train
압구정 로데오역 까지 가야 하는데 매봉력 에서 어떻게 가요,매봉역,압구정로데오역,매봉력,압구정 로데오역,all_noisy_station_surface,route_search,train
서울 역 에서 숙대 입구 까지 지하철 없으면 버스로 갈 수 있어요,서울역,숙대입구역,서울 역,숙대 입구,all_noisy_station_surface,alternative_route,train
홍대 입구 에서 서울 여기 까지 가고 싶어요,홍대입구역,서울역,홍대 입구,서울 여기,all_noisy_station_surface,route_search,train
고속터미널약 에서 발산 까지 제일 쉬운 길 알려줘,고속터미널역,발산역,고속터미널약,발산,all_noisy_station_surface,route_search,train
지금 까치산약 에서 대치 여기 까지 막차 탈 수 있어,까치산역,대치역,까치산약,대치 여기,all_noisy_station_surface,last_train_check,train
시청역이 까지 가야 하는데 화곡 여기 에서 어떻게 가요,화곡역,시청역,화곡 여기,시청역이,all_noisy_station_surface,route_search,train
대치 역 에서 충정로 여기 까지 제일 쉬운 길 알려줘,대치역,충정로역,대치 역,충정로 여기,all_noisy_station_surface,route_search,train
사울약 에서 을지로입구 역 까지 다른 방법 알려줘,서울역,을지로입구역,사울약,을지로입구 역,all_noisy_station_surface,alternative_route,train
수서약 에서 교데 까지 제일 쉬운 길 알려줘,수서역,교대역,수서약,교데,all_noisy_station_surface,route_search,train
서울 에서 숙대 입구 여기 까지 막차 끊겼으면 어떻게 가,서울역,숙대입구역,서울,숙대 입구 여기,all_noisy_station_surface,alternative_route,train
구의력 에서 동대문역사문화공원 까지 어떻게 가나요,구의역,동대문역사문화공원역,구의력,동대문역사문화공원,all_noisy_station_surface,route_search,train
지금 당산약 에서 디지털미디어시티력 까지 막차 탈 수 있어,당산역,디지털미디어시티역,당산약,디지털미디어시티력,all_noisy_station_surface,last_train_check,train
오목교 역 에서 신촌 여기 까지 가는 길 알려줘,오목교역,신촌역,오목교 역,신촌 여기,all_noisy_station_surface,route_search,train
을지로 입고 까지 가야 하는데 서울 여기 에서 어떻게 가요,서울역,을지로입구역,서울 여기,을지로 입고,all_noisy_station_surface,route_search,train
충정로약 부터 한강진 여기 까지 대중교통 알려줘,충정로역,한강진역,충정로약,한강진 여기,all_noisy_station_surface,route_search,train
동대문역사문화공원 여기 에서 영등포력 까지 지금 지하철 탈 수 있어,동대문역사문화공원역,영등포역,동대문역사문화공원 여기,영등포력,all_noisy_station_surface,subway_availability_check,train
홍데입구 에서 숙대입구력 까지 지금 지하철 탈 수 있어,홍대입구역,숙대입구역,홍데입구,숙대입구력,all_noisy_station_surface,subway_availability_check,train
동대문 여기 에서 올림픽공원에 까지 제일 쉬운 길 알려줘,동대문역,올림픽공원역,동대문 여기,올림픽공원에,all_noisy_station_surface,route_search,train
이촌약 방향 막차 디지털 미디어 시티역 에서 탈 수 있나요,디지털미디어시티역,이촌역,디지털 미디어 시티역,이촌약,all_noisy_station_surface,last_train_check,train
발산역이 에서 성수력 까지 택시 말고 가는 방법 있어,발산역,성수역,발산역이,성수력,all_noisy_station_surface,alternative_route,train
대림 에서 수서에 까지 지하철 운행 중이야,대림역,수서역,대림,수서에,all_noisy_station_surface,subway_availability_check,train
서울력 에서 홍대입구력 까지 마지막 지하철 있어,서울역,홍대입구역,서울력,홍대입구력,all_noisy_station_surface,last_train_check,train
성수 에서 합정에 까지 택시 말고 가는 방법 있어,성수역,합정역,성수,합정에,all_noisy_station_surface,alternative_route,train
충무 로 에서 불광약 까지 마지막 지하철 있어,충무로역,불광역,충무 로,불광약,all_noisy_station_surface,last_train_check,train
회현 부터 합정에 까지 대중교통 알려줘,회현역,합정역,회현,합정에,all_noisy_station_surface,route_search,train
홍대입구역이 에서 숙대입구 여기 까지 가는 길 알려줘,홍대입구역,숙대입구역,홍대입구역이,숙대입구 여기,all_noisy_station_surface,route_search,train
용산역이 에서 둔촌동 여기 까지 환승 적은 경로 알려줘,용산역,둔촌동역,용산역이,둔촌동 여기,all_noisy_station_surface,route_search,train
마곡 역 방향 막차 건대입구역이 에서 탈 수 있나요,건대입구역,마곡역,건대입구역이,마곡 역,all_noisy_station_surface,last_train_check,train
마포구청 에서 출발해서 성신여대입구 여기 까지 가고 싶어요,마포구청역,성신여대입구역,마포구청,성신여대입구 여기,all_noisy_station_surface,route_search,train
시청 역 에서 숙대입고 까지 가고 싶어요,시청역,숙대입구역,시청 역,숙대입고,all_noisy_station_surface,route_search,train
잠실 새내 출발 애오개에 도착 경로 알려줘,잠실새내역,애오개역,잠실 새내,애오개에,all_noisy_station_surface,route_search,train
녹사평 에서 충무로력 까지 지하철 운행 중이야,녹사평역,충무로역,녹사평,충무로력,all_noisy_station_surface,subway_availability_check,train
을지로입구역이 부터 용산력 까지 대중교통 알려줘,을지로입구역,용산역,을지로입구역이,용산력,all_noisy_station_surface,route_search,train
지금 숙데입구 에서 도곡에 까지 막차 탈 수 있어,숙대입구역,도곡역,숙데입구,도곡에,all_noisy_station_surface,last_train_check,train
동대문역이 부터 사당 까지 대중교통 알려줘,동대문역,사당역,동대문역이,사당,all_noisy_station_surface,route_search,train
